gene_id	ensembl_gene_id	ensembl_gene_version	symbol	hgnc_id
ENSG00000155542.12	ENSG00000155542	12	SETD9	HGNC:28508
ENSG00000095015.6	ENSG00000095015	6	MAP3K1	HGNC:6848
ENSG00000164512.18	ENSG00000164512	18	ANKRD55	HGNC:25681
ENSG00000134352.21	ENSG00000134352	21	IL6ST	HGNC:6021
ENSG00000164509.16	ENSG00000164509	16	IL31RA	HGNC:18969
ENSG00000152670.19	ENSG00000152670	19	DDX4	HGNC:18700
ENSG00000177058.12	ENSG00000177058	12	SLC38A9	HGNC:26907
ENSG00000067113.17	ENSG00000067113	17	PLPP1	HGNC:9228
ENSG00000039123.16	ENSG00000039123	16	MTREX	HGNC:18734
ENSG00000067248.11	ENSG00000067248	11	DHX29	HGNC:15815
ENSG00000152669.9	ENSG00000152669	9	CCNO	HGNC:18576
ENSG00000234602.9	ENSG00000234602	9	MCIDAS	HGNC:40050
ENSG00000164287.13	ENSG00000164287	13	CDC20B	HGNC:24222
ENSG00000164294.14	ENSG00000164294	14	GPX8	HGNC:33100
ENSG00000145649.8	ENSG00000145649	8	GZMA	HGNC:4708
ENSG00000113088.6	ENSG00000113088	6	GZMK	HGNC:4711
ENSG00000164283.13	ENSG00000164283	13	ESM1	HGNC:3466
ENSG00000178996.14	ENSG00000178996	14	SNX18	HGNC:19245
ENSG00000169271.3	ENSG00000169271	3	HSPB3	HGNC:5248
ENSG00000185305.12	ENSG00000185305	12	ARL15	HGNC:25945
ENSG00000164258.12	ENSG00000164258	12	NDUFS4	HGNC:7711
ENSG00000134363.12	ENSG00000134363	12	FST	HGNC:3971
ENSG00000164172.20	ENSG00000164172	20	MOCS2	HGNC:7193
ENSG00000164171.11	ENSG00000164171	11	ITGA2	HGNC:6137
ENSG00000213949.10	ENSG00000213949	10	ITGA1	HGNC:6134
ENSG00000152684.11	ENSG00000152684	11	PELO	HGNC:8829
ENSG00000016082.15	ENSG00000016082	15	ISL1	HGNC:6132
ENSG00000151883.19	ENSG00000151883	19	PARP8	HGNC:26124
ENSG00000170571.12	ENSG00000170571	12	EMB	HGNC:30465
ENSG00000164588.8	ENSG00000164588	8	HCN1	HGNC:4845
ENSG00000112996.11	ENSG00000112996	11	MRPS30	HGNC:8769
ENSG00000070193.5	ENSG00000070193	5	FGF10	HGNC:3666
ENSG00000112992.18	ENSG00000112992	18	NNT	HGNC:7863
ENSG00000172239.14	ENSG00000172239	14	PAIP1	HGNC:16945
ENSG00000172244.9	ENSG00000172244	9	C5orf34	HGNC:24738
ENSG00000151881.15	ENSG00000151881	15	TMEM267	HGNC:26139
ENSG00000151882.11	ENSG00000151882	11	CCL28	HGNC:17700
ENSG00000112972.15	ENSG00000112972	15	HMGCS1	HGNC:5007
ENSG00000177453.7	ENSG00000177453	7	NIM1K	HGNC:28646
ENSG00000172262.12	ENSG00000172262	12	ZNF131	HGNC:12915
ENSG00000177721.5	ENSG00000177721	5	ANXA2R	HGNC:33463
ENSG00000250722.6	ENSG00000250722	6	SELENOP	HGNC:10751
ENSG00000198865.10	ENSG00000198865	10	CCDC152	HGNC:34438
ENSG00000112964.14	ENSG00000112964	14	GHR	HGNC:4263
ENSG00000151876.13	ENSG00000151876	13	FBXO4	HGNC:13583
ENSG00000205765.10	ENSG00000205765	10	RIMOC1	HGNC:27750
ENSG00000083720.13	ENSG00000083720	13	OXCT1	HGNC:8527
ENSG00000182836.10	ENSG00000182836	10	PLCXD3	HGNC:31822
ENSG00000039537.15	ENSG00000039537	15	C6	HGNC:1339
ENSG00000171495.17	ENSG00000171495	17	MROH2B	HGNC:26857
ENSG00000112936.20	ENSG00000112936	20	C7	HGNC:1346
ENSG00000132357.14	ENSG00000132357	14	CARD6	HGNC:16394
ENSG00000145592.14	ENSG00000145592	14	RPL37	HGNC:10347
ENSG00000132356.12	ENSG00000132356	12	PRKAA1	HGNC:9376
ENSG00000113638.14	ENSG00000113638	14	TTC33	HGNC:29959
ENSG00000171522.6	ENSG00000171522	6	PTGER4	HGNC:9596
ENSG00000153071.15	ENSG00000153071	15	DAB2	HGNC:2662
ENSG00000113600.12	ENSG00000113600	12	C9	HGNC:1358
ENSG00000082074.19	ENSG00000082074	19	FYB1	HGNC:4036
ENSG00000164327.13	ENSG00000164327	13	RICTOR	HGNC:28611
ENSG00000145623.13	ENSG00000145623	13	OSMR	HGNC:8507
ENSG00000113594.10	ENSG00000113594	10	LIFR	HGNC:6597
ENSG00000164318.18	ENSG00000164318	18	EGFLAM	HGNC:26810
ENSG00000168621.15	ENSG00000168621	15	GDNF	HGNC:4232
ENSG00000082068.9	ENSG00000082068	9	WDR70	HGNC:25495
ENSG00000113569.16	ENSG00000113569	16	NUP155	HGNC:8063
ENSG00000197603.16	ENSG00000197603	16	CPLANE1	HGNC:25801
ENSG00000164190.19	ENSG00000164190	19	NIPBL	HGNC:28862
ENSG00000079215.15	ENSG00000079215	15	SLC1A3	HGNC:10941
ENSG00000164188.9	ENSG00000164188	9	RANBP3L	HGNC:26353
ENSG00000152620.13	ENSG00000152620	13	NADK2	HGNC:26404
ENSG00000145604.17	ENSG00000145604	17	SKP2	HGNC:10901
ENSG00000164187.7	ENSG00000164187	7	LMBRD2	HGNC:25287
ENSG00000168671.10	ENSG00000168671	10	UGT3A2	HGNC:27266
ENSG00000145626.12	ENSG00000145626	12	UGT3A1	HGNC:26625
ENSG00000152611.12	ENSG00000152611	12	CAPSL	HGNC:28375
ENSG00000168685.15	ENSG00000168685	15	IL7R	HGNC:6024
ENSG00000152582.14	ENSG00000152582	14	SPEF2	HGNC:26293
ENSG00000113494.17	ENSG00000113494	17	PRLR	HGNC:9446
ENSG00000113492.14	ENSG00000113492	14	AGXT2	HGNC:14412
ENSG00000168724.18	ENSG00000168724	18	DNAJC21	HGNC:27030
ENSG00000113460.13	ENSG00000113460	13	BRIX1	HGNC:24170
ENSG00000113456.20	ENSG00000113456	20	RAD1	HGNC:9806
ENSG00000205838.15	ENSG00000205838	15	TTC23L	HGNC:26355
ENSG00000039560.14	ENSG00000039560	14	RAI14	HGNC:14873
ENSG00000082196.21	ENSG00000082196	21	C1QTNF3	HGNC:14326
ENSG00000242110.9	ENSG00000242110	9	AMACR	HGNC:451
ENSG00000164175.15	ENSG00000164175	15	SLC45A2	HGNC:16472
ENSG00000182631.7	ENSG00000182631	7	RXFP3	HGNC:24883
ENSG00000151388.11	ENSG00000151388	11	ADAMTS12	HGNC:14605
ENSG00000113407.14	ENSG00000113407	14	TARS1	HGNC:11572
ENSG00000113389.16	ENSG00000113389	16	NPR3	HGNC:7945
ENSG00000113387.12	ENSG00000113387	12	SUB1	HGNC:19985
ENSG00000056097.16	ENSG00000056097	16	ZFR	HGNC:17277
ENSG00000150712.11	ENSG00000150712	11	MTMR12	HGNC:18191
ENSG00000113384.14	ENSG00000113384	14	GOLPH3	HGNC:15452
ENSG00000133401.16	ENSG00000133401	16	PDZD2	HGNC:18486
ENSG00000082213.18	ENSG00000082213	18	C5orf22	HGNC:25639
ENSG00000113360.17	ENSG00000113360	17	DROSHA	HGNC:17904
ENSG00000113361.13	ENSG00000113361	13	CDH6	HGNC:1765
ENSG00000113100.10	ENSG00000113100	10	CDH9	HGNC:1768
ENSG00000040731.10	ENSG00000040731	10	CDH10	HGNC:1749
ENSG00000164256.11	ENSG00000164256	11	PRDM9	HGNC:13994
ENSG00000154162.15	ENSG00000154162	15	CDH12	HGNC:1751
ENSG00000145526.12	ENSG00000145526	12	CDH18	HGNC:1757
ENSG00000269466.4	ENSG00000269466	4	H3Y1	HGNC:43735
ENSG00000268799.4	ENSG00000268799	4	H3Y2	HGNC:43734
ENSG00000176788.9	ENSG00000176788	9	BASP1	HGNC:957
ENSG00000145555.15	ENSG00000145555	15	MYO10	HGNC:7593
ENSG00000154153.15	ENSG00000154153	15	RETREG1	HGNC:25964
ENSG00000173545.5	ENSG00000173545	5	ZNF622	HGNC:30958
ENSG00000183654.9	ENSG00000183654	9	MARCHF11	HGNC:33609
ENSG00000183580.10	ENSG00000183580	10	FBXL7	HGNC:13604
ENSG00000154122.14	ENSG00000154122	14	ANKH	HGNC:15492
ENSG00000154124.6	ENSG00000154124	6	OTULIN	HGNC:25118
ENSG00000145569.6	ENSG00000145569	6	OTULINL	HGNC:25629
ENSG00000038382.22	ENSG00000038382	22	TRIO	HGNC:12303
ENSG00000039139.11	ENSG00000039139	11	DNAH5	HGNC:2950
ENSG00000169862.20	ENSG00000169862	20	CTNND2	HGNC:2516
ENSG00000112977.16	ENSG00000112977	16	DAP	HGNC:2672
ENSG00000164236.12	ENSG00000164236	12	ANKRD33B	HGNC:35240
ENSG00000145491.12	ENSG00000145491	12	ROPN1L	HGNC:24060
ENSG00000145495.16	ENSG00000145495	16	MARCHF6	HGNC:30550
ENSG00000164237.9	ENSG00000164237	9	CMBL	HGNC:25090
ENSG00000150753.12	ENSG00000150753	12	CCT5	HGNC:1618
ENSG00000150756.14	ENSG00000150756	14	ATPSCKMT	HGNC:27029
ENSG00000169777.7	ENSG00000169777	7	TAS2R1	HGNC:14909
ENSG00000112902.12	ENSG00000112902	12	SEMA5A	HGNC:10736
ENSG00000124275.15	ENSG00000124275	15	MTRR	HGNC:7473
ENSG00000124279.12	ENSG00000124279	12	FASTKD3	HGNC:28758
ENSG00000215217.7	ENSG00000215217	7	C5orf49	HGNC:27028
ENSG00000078295.17	ENSG00000078295	17	ADCY2	HGNC:233
ENSG00000112941.14	ENSG00000112941	14	TENT4A	HGNC:16705
ENSG00000145545.12	ENSG00000145545	12	SRD5A1	HGNC:11284
ENSG00000037474.15	ENSG00000037474	15	NSUN2	HGNC:25994
ENSG00000215218.4	ENSG00000215218	4	UBE2QL1	HGNC:37269
ENSG00000133398.4	ENSG00000133398	4	MED10	HGNC:28760
ENSG00000164151.12	ENSG00000164151	12	ICE1	HGNC:29154
ENSG00000145536.15	ENSG00000145536	15	ADAMTS16	HGNC:17108
ENSG00000170549.4	ENSG00000170549	4	IRX1	HGNC:14358
ENSG00000170561.13	ENSG00000170561	13	IRX2	HGNC:14359
ENSG00000113430.10	ENSG00000113430	10	IRX4	HGNC:6129
ENSG00000145494.12	ENSG00000145494	12	NDUFS6	HGNC:7713
ENSG00000171421.13	ENSG00000171421	13	MRPL36	HGNC:14490
ENSG00000153395.10	ENSG00000153395	10	LPCAT1	HGNC:25718
ENSG00000142319.18	ENSG00000142319	18	SLC6A3	HGNC:11049
ENSG00000049656.14	ENSG00000049656	14	CLPTM1L	HGNC:24308
ENSG00000164362.21	ENSG00000164362	21	TERT	HGNC:11730
ENSG00000164363.10	ENSG00000164363	10	SLC6A18	HGNC:26441
ENSG00000174358.16	ENSG00000174358	16	SLC6A19	HGNC:27960
ENSG00000113504.21	ENSG00000113504	21	SLC12A7	HGNC:10915
ENSG00000145506.14	ENSG00000145506	14	NKD2	HGNC:17046
ENSG00000071539.14	ENSG00000071539	14	TRIP13	HGNC:12307
ENSG00000028310.18	ENSG00000028310	18	BRD9	HGNC:25818
ENSG00000188818.13	ENSG00000188818	13	ZDHHC11	HGNC:19158
ENSG00000206077.14	ENSG00000206077	14	ZDHHC11B	HGNC:32962
ENSG00000171368.12	ENSG00000171368	12	TPPP	HGNC:24164
ENSG00000112877.8	ENSG00000112877	8	CEP72	HGNC:25547
ENSG00000066230.12	ENSG00000066230	12	SLC9A3	HGNC:11073
ENSG00000180104.16	ENSG00000180104	16	EXOC3	HGNC:30378
ENSG00000063438.20	ENSG00000063438	20	AHRR	HGNC:346
ENSG00000249915.9	ENSG00000249915	9	PDCD6	HGNC:8765
ENSG00000073578.18	ENSG00000073578	18	SDHA	HGNC:10680
ENSG00000164366.4	ENSG00000164366	4	CCDC127	HGNC:30520
ENSG00000185028.4	ENSG00000185028	4	LRRC14B	HGNC:37268
ENSG00000153404.15	ENSG00000153404	15	PLEKHG4B	HGNC:29399
ENSG00000071994.11	ENSG00000071994	11	PDCD2	HGNC:8762
ENSG00000112592.15	ENSG00000112592	15	TBP	HGNC:11588
ENSG00000008018.9	ENSG00000008018	9	PSMB1	HGNC:9537
ENSG00000112584.14	ENSG00000112584	14	FAM120B	HGNC:21109
ENSG00000198719.9	ENSG00000198719	9	DLL1	HGNC:2908
ENSG00000130023.16	ENSG00000130023	16	ERMARD	HGNC:21056
ENSG00000184786.6	ENSG00000184786	6	DYNLT2	HGNC:11695
ENSG00000130024.15	ENSG00000130024	15	PHF10	HGNC:18250
ENSG00000185127.7	ENSG00000185127	7	C6orf120	HGNC:21247
ENSG00000184465.16	ENSG00000184465	16	WDR27	HGNC:21248
ENSG00000186340.17	ENSG00000186340	17	THBS2	HGNC:11786
ENSG00000112562.20	ENSG00000112562	20	SMOC2	HGNC:20323
ENSG00000164488.12	ENSG00000164488	12	DACT2	HGNC:21231
ENSG00000153303.18	ENSG00000153303	18	FRMD1	HGNC:21240
ENSG00000125337.21	ENSG00000125337	21	KIF25	HGNC:6390
ENSG00000130396.22	ENSG00000130396	22	AFDN	HGNC:7137
ENSG00000120440.15	ENSG00000120440	15	TTLL2	HGNC:21211
ENSG00000112494.10	ENSG00000112494	10	UNC93A	HGNC:12570
ENSG00000120436.4	ENSG00000120436	4	GPR31	HGNC:4486
ENSG00000112486.18	ENSG00000112486	18	CCR6	HGNC:1607
ENSG00000213066.13	ENSG00000213066	13	CEP43	HGNC:17012
ENSG00000026297.17	ENSG00000026297	17	RNASET2	HGNC:21686
ENSG00000071242.12	ENSG00000071242	12	RPS6KA2	HGNC:10431
ENSG00000235272.3	ENSG00000235272	3	RAMACL	HGNC:21234
ENSG00000060762.19	ENSG00000060762	19	MPC1	HGNC:21606
ENSG00000198818.10	ENSG00000198818	10	SFT2D1	HGNC:21102
ENSG00000176381.6	ENSG00000176381	6	PRR18	HGNC:28574
ENSG00000164458.10	ENSG00000164458	10	TBXT	HGNC:11515
ENSG00000112541.19	ENSG00000112541	19	PDE10A	HGNC:8772
ENSG00000112539.15	ENSG00000112539	15	C6orf118	HGNC:21233
ENSG00000112531.17	ENSG00000112531	17	QKI	HGNC:21100
ENSG00000112530.12	ENSG00000112530	12	PACRG	HGNC:19152
ENSG00000185345.24	ENSG00000185345	24	PRKN	HGNC:8607
ENSG00000026652.15	ENSG00000026652	15	AGPAT4	HGNC:20885
ENSG00000085511.20	ENSG00000085511	20	MAP3K4	HGNC:6856
ENSG00000122194.19	ENSG00000122194	19	PLG	HGNC:9071
ENSG00000198670.12	ENSG00000198670	12	LPA	HGNC:6667
ENSG00000146477.6	ENSG00000146477	6	SLC22A3	HGNC:10967
ENSG00000112499.13	ENSG00000112499	13	SLC22A2	HGNC:10966
ENSG00000175003.15	ENSG00000175003	15	SLC22A1	HGNC:10963
ENSG00000197081.16	ENSG00000197081	16	IGF2R	HGNC:5467
ENSG00000130368.7	ENSG00000130368	7	MAS1	HGNC:6899
ENSG00000146453.13	ENSG00000146453	13	PNLDC1	HGNC:21185
ENSG00000112110.10	ENSG00000112110	10	MRPL18	HGNC:14477
ENSG00000120438.12	ENSG00000120438	12	TCP1	HGNC:11655
ENSG00000120437.9	ENSG00000120437	9	ACAT2	HGNC:94
ENSG00000112096.19	ENSG00000112096	19	SOD2	
ENSG00000146457.16	ENSG00000146457	16	WTAP	HGNC:16846
ENSG00000164694.17	ENSG00000164694	17	FNDC1	HGNC:21184
ENSG00000164691.18	ENSG00000164691	18	TAGAP	HGNC:15669
ENSG00000130363.13	ENSG00000130363	13	RSPH3	HGNC:21054
ENSG00000092820.19	ENSG00000092820	19	EZR	HGNC:12691
ENSG00000164674.17	ENSG00000164674	17	SYTL3	HGNC:15587
ENSG00000146425.11	ENSG00000146425	11	DYNLT1	HGNC:11697
ENSG00000146433.10	ENSG00000146433	10	TMEM181	HGNC:20958
ENSG00000130338.13	ENSG00000130338	13	TULP4	HGNC:15530
ENSG00000272047.4	ENSG00000272047	4	GTF2H5	HGNC:21157
ENSG00000122335.17	ENSG00000122335	17	SERAC1	HGNC:21061
ENSG00000078269.15	ENSG00000078269	15	SYNJ2	HGNC:11504
ENSG00000130340.17	ENSG00000130340	17	SNX9	HGNC:14973
ENSG00000175048.17	ENSG00000175048	17	ZDHHC14	HGNC:20341
ENSG00000215712.11	ENSG00000215712	11	TMEM242	HGNC:17206
ENSG00000049618.24	ENSG00000049618	24	ARID1B	HGNC:18040
ENSG00000074771.4	ENSG00000074771	4	NOX3	HGNC:7890
ENSG00000029639.11	ENSG00000029639	11	TFB1M	HGNC:17037
ENSG00000171217.5	ENSG00000171217	5	CLDN20	HGNC:2042
ENSG00000146426.19	ENSG00000146426	19	TIAM2	HGNC:11806
ENSG00000213079.10	ENSG00000213079	10	SCAF8	HGNC:20959
ENSG00000153721.19	ENSG00000153721	19	CNKSR3	HGNC:23034
ENSG00000074706.14	ENSG00000074706	14	IPCEF1	HGNC:21204
ENSG00000112038.18	ENSG00000112038	18	OPRM1	HGNC:8156
ENSG00000091844.8	ENSG00000091844	8	RGS17	HGNC:14088
ENSG00000112031.16	ENSG00000112031	16	MTRF1L	HGNC:21051
ENSG00000112029.10	ENSG00000112029	10	FBXO5	HGNC:13584
ENSG00000146469.13	ENSG00000146469	13	VIP	HGNC:12693
ENSG00000120279.7	ENSG00000120279	7	MYCT1	HGNC:23172
ENSG00000131018.25	ENSG00000131018	25	SYNE1	HGNC:17089
ENSG00000091831.25	ENSG00000091831	25	ESR1	HGNC:3467
ENSG00000120262.10	ENSG00000120262	10	CCDC170	HGNC:21177
ENSG00000146476.11	ENSG00000146476	11	ARMT1	HGNC:17872
ENSG00000155906.20	ENSG00000155906	20	RMND1	HGNC:21176
ENSG00000181472.5	ENSG00000181472	5	ZBTB2	HGNC:20868
ENSG00000131016.17	ENSG00000131016	17	AKAP12	HGNC:370
ENSG00000120254.16	ENSG00000120254	16	MTHFD1L	HGNC:21055
ENSG00000120278.17	ENSG00000120278	17	PLEKHG1	HGNC:20884
ENSG00000009765.15	ENSG00000009765	15	IYD	HGNC:21071
ENSG00000198729.5	ENSG00000198729	5	PPP1R14C	HGNC:14952
ENSG00000131019.11	ENSG00000131019	11	ULBP3	HGNC:14895
ENSG00000155918.8	ENSG00000155918	8	RAET1L	HGNC:16798
ENSG00000111981.5	ENSG00000111981	5	ULBP1	HGNC:14893
ENSG00000131015.5	ENSG00000131015	5	ULBP2	HGNC:14894
ENSG00000203722.8	ENSG00000203722	8	RAET1G	HGNC:16795
ENSG00000164520.12	ENSG00000164520	12	RAET1E	HGNC:16793
ENSG00000120256.11	ENSG00000120256	11	LRP11	HGNC:16936
ENSG00000120265.20	ENSG00000120265	20	PCMT1	HGNC:8728
ENSG00000120253.14	ENSG00000120253	14	NUP43	HGNC:21182
ENSG00000131023.13	ENSG00000131023	13	LATS1	HGNC:6514
ENSG00000186625.14	ENSG00000186625	14	KATNA1	HGNC:6216
ENSG00000055211.14	ENSG00000055211	14	GINM1	HGNC:21074
ENSG00000131013.4	ENSG00000131013	4	PPIL4	HGNC:15702
ENSG00000178199.14	ENSG00000178199	14	ZC3H12D	HGNC:21175
ENSG00000055208.20	ENSG00000055208	20	TAB2	HGNC:17075
ENSG00000177688.7	ENSG00000177688	7	SUMO4	HGNC:21181
ENSG00000111962.8	ENSG00000111962	8	UST	HGNC:17223
ENSG00000111961.19	ENSG00000111961	19	SASH1	HGNC:19182
ENSG00000203727.4	ENSG00000203727	4	SAMD5	HGNC:21180
ENSG00000164506.15	ENSG00000164506	15	STXBP5	HGNC:19665
ENSG00000118492.18	ENSG00000118492	18	ADGB	HGNC:21212
ENSG00000118508.5	ENSG00000118508	5	RAB32	HGNC:9772
ENSG00000152822.14	ENSG00000152822	14	GRM1	HGNC:4593
ENSG00000146414.17	ENSG00000146414	17	SHPRH	HGNC:19336
ENSG00000118496.5	ENSG00000118496	5	FBXO30	HGNC:15600
ENSG00000112425.16	ENSG00000112425	16	EPM2A	HGNC:3413
ENSG00000152818.19	ENSG00000152818	19	UTRN	HGNC:12635
ENSG00000135604.11	ENSG00000135604	11	STX11	HGNC:11429
ENSG00000169976.7	ENSG00000169976	7	SF3B5	HGNC:21083
ENSG00000118495.21	ENSG00000118495	21	PLAGL1	HGNC:9046
ENSG00000118491.10	ENSG00000118491	10	ZC2HC1B	HGNC:21174
ENSG00000135521.9	ENSG00000135521	9	LTV1	HGNC:21173
ENSG00000112419.15	ENSG00000112419	15	PHACTR2	HGNC:20956
ENSG00000001036.14	ENSG00000001036	14	FUCA2	HGNC:4008
ENSG00000034693.15	ENSG00000034693	15	PEX3	HGNC:8858
ENSG00000189007.16	ENSG00000189007	16	ADAT2	HGNC:21172
ENSG00000146416.19	ENSG00000146416	19	AIG1	HGNC:21607
ENSG00000010818.10	ENSG00000010818	10	HIVEP2	HGNC:4921
ENSG00000112414.15	ENSG00000112414	15	ADGRG6	HGNC:13841
ENSG00000009844.16	ENSG00000009844	16	VTA1	HGNC:20954
ENSG00000135577.5	ENSG00000135577	5	NMBR	HGNC:7843
ENSG00000203733.6	ENSG00000203733	6	GJE1	HGNC:33251
ENSG00000164442.10	ENSG00000164442	10	CITED2	HGNC:1987
ENSG00000164440.15	ENSG00000164440	15	TXLNB	HGNC:21617
ENSG00000112406.5	ENSG00000112406	5	HECA	HGNC:21041
ENSG00000146386.8	ENSG00000146386	8	ABRACL	HGNC:21230
ENSG00000135597.19	ENSG00000135597	19	REPS1	HGNC:15578
ENSG00000203734.13	ENSG00000203734	13	ECT2L	HGNC:21118
ENSG00000024862.18	ENSG00000024862	18	CCDC28A	HGNC:21098
ENSG00000135540.12	ENSG00000135540	12	NHSL1	HGNC:21021
ENSG00000051620.11	ENSG00000051620	11	HEBP2	HGNC:15716
ENSG00000262543.2	ENSG00000262543	2	SMIM28	HGNC:53434
ENSG00000112379.9	ENSG00000112379	9	ARFGEF3	HGNC:21213
ENSG00000254440.3	ENSG00000254440	3	PBOV1	HGNC:21079
ENSG00000112378.12	ENSG00000112378	12	PERP	HGNC:17637
ENSG00000118503.17	ENSG00000118503	17	TNFAIP3	HGNC:11896
ENSG00000177468.7	ENSG00000177468	7	OLIG3	HGNC:18003
ENSG00000027697.16	ENSG00000027697	16	IFNGR1	HGNC:5439
ENSG00000164485.15	ENSG00000164485	15	IL22RA2	HGNC:14901
ENSG00000016402.14	ENSG00000016402	14	IL20RA	HGNC:6003
ENSG00000182747.5	ENSG00000182747	5	SLC35D3	HGNC:15621
ENSG00000112357.14	ENSG00000112357	14	PEX7	HGNC:8860
ENSG00000197442.11	ENSG00000197442	11	MAP3K5	HGNC:6857
ENSG00000135525.19	ENSG00000135525	19	MAP7	HGNC:6869
ENSG00000029363.17	ENSG00000029363	17	BCLAF1	HGNC:16863
ENSG00000146410.12	ENSG00000146410	12	MTFR2	HGNC:21115
ENSG00000171408.14	ENSG00000171408	14	PDE7B	HGNC:8792
ENSG00000135541.22	ENSG00000135541	22	AHI1	HGNC:21575
ENSG00000118513.20	ENSG00000118513	20	MYB	HGNC:7545
ENSG00000112339.15	ENSG00000112339	15	HBS1L	HGNC:4834
ENSG00000118514.14	ENSG00000118514	14	ALDH8A1	HGNC:15471
ENSG00000118515.12	ENSG00000118515	12	SGK1	HGNC:10810
ENSG00000146411.6	ENSG00000146411	6	SLC2A12	HGNC:18067
ENSG00000028839.10	ENSG00000028839	10	TBPL1	HGNC:11589
ENSG00000118526.7	ENSG00000118526	7	TCF21	HGNC:11632
ENSG00000112319.20	ENSG00000112319	20	EYA4	HGNC:3522
ENSG00000112306.8	ENSG00000112306	8	RPS12	HGNC:10385
ENSG00000146409.12	ENSG00000146409	12	SLC18B1	HGNC:21573
ENSG00000112303.14	ENSG00000112303	14	VNN2	HGNC:12706
ENSG00000112299.8	ENSG00000112299	8	VNN1	HGNC:12705
ENSG00000146399.3	ENSG00000146399	3	TAAR1	HGNC:17734
ENSG00000146378.6	ENSG00000146378	6	TAAR2	HGNC:4514
ENSG00000135569.5	ENSG00000135569	5	TAAR5	HGNC:30236
ENSG00000146383.7	ENSG00000146383	7	TAAR6	HGNC:20978
ENSG00000146385.2	ENSG00000146385	2	TAAR8	HGNC:14964
ENSG00000237110.3	ENSG00000237110	3	TAAR9	HGNC:20977
ENSG00000079950.14	ENSG00000079950	14	STX7	HGNC:11442
ENSG00000079931.15	ENSG00000079931	15	MOXD1	HGNC:21063
ENSG00000118523.6	ENSG00000118523	6	CCN2	HGNC:2500
ENSG00000197594.14	ENSG00000197594	14	ENPP1	HGNC:3356
ENSG00000154269.15	ENSG00000154269	15	ENPP3	HGNC:3358
ENSG00000236761.6	ENSG00000236761	6	CTAGE9	HGNC:37275
ENSG00000180658.4	ENSG00000180658	4	OR2A4	HGNC:14729
ENSG00000112282.18	ENSG00000112282	18	MED23	HGNC:2372
ENSG00000118520.15	ENSG00000118520	15	ARG1	HGNC:663
ENSG00000118507.18	ENSG00000118507	18	AKAP7	HGNC:377
ENSG00000079819.19	ENSG00000079819	19	EPB41L2	HGNC:3379
ENSG00000256162.2	ENSG00000256162	2	SMLR1	HGNC:44670
ENSG00000164484.12	ENSG00000164484	12	TMEM200A	HGNC:21075
ENSG00000164483.17	ENSG00000164483	17	SAMD3	HGNC:21574
ENSG00000198945.8	ENSG00000198945	8	L3MBTL3	HGNC:23035
ENSG00000203756.8	ENSG00000203756	8	TMEM244	HGNC:21571
ENSG00000146376.11	ENSG00000146376	11	ARHGAP18	HGNC:21035
ENSG00000196569.14	ENSG00000196569	14	LAMA2	HGNC:6482
ENSG00000152894.15	ENSG00000152894	15	PTPRK	HGNC:9674
ENSG00000172673.12	ENSG00000172673	12	THEMIS	HGNC:21569
ENSG00000184530.9	ENSG00000184530	9	C6orf58	HGNC:20960
ENSG00000189367.15	ENSG00000189367	15	KIAA0408	HGNC:21636
ENSG00000093144.19	ENSG00000093144	19	ECHDC1	HGNC:21489
ENSG00000118518.17	ENSG00000118518	17	RNF146	HGNC:21336
ENSG00000146374.14	ENSG00000146374	14	RSPO3	HGNC:20866
ENSG00000203760.9	ENSG00000203760	9	CENPW	HGNC:21488
ENSG00000066651.20	ENSG00000066651	20	TRMT11	HGNC:21080
ENSG00000111911.7	ENSG00000111911	7	HINT3	HGNC:18468
ENSG00000111912.20	ENSG00000111912	20	NCOA7	HGNC:21081
ENSG00000135547.9	ENSG00000135547	9	HEY2	HGNC:4881
ENSG00000111906.18	ENSG00000111906	18	HDDC2	HGNC:21078
ENSG00000111907.21	ENSG00000111907	21	TPD52L1	HGNC:12006
ENSG00000146373.17	ENSG00000146373	17	RNF217	HGNC:21487
ENSG00000188580.15	ENSG00000188580	15	NKAIN2	HGNC:16443
ENSG00000186439.14	ENSG00000186439	14	TRDN	HGNC:12261
ENSG00000146352.13	ENSG00000146352	13	CLVS2	HGNC:23046
ENSG00000172594.13	ENSG00000172594	13	SMPDL3A	HGNC:17389
ENSG00000164434.12	ENSG00000164434	12	FABP7	HGNC:3562
ENSG00000135549.16	ENSG00000135549	16	PKIB	HGNC:9018
ENSG00000111897.7	ENSG00000111897	7	SERINC1	HGNC:13464
ENSG00000025156.13	ENSG00000025156	13	HSF2	HGNC:5225
ENSG00000152661.9	ENSG00000152661	9	GJA1	HGNC:4274
ENSG00000146350.14	ENSG00000146350	14	TBC1D32	HGNC:21485
ENSG00000111885.7	ENSG00000111885	7	MAN1A1	HGNC:6821
ENSG00000111879.20	ENSG00000111879	20	FAM184A	HGNC:20991
ENSG00000111877.18	ENSG00000111877	18	MCM9	HGNC:21484
ENSG00000111875.8	ENSG00000111875	8	ASF1A	HGNC:20995
ENSG00000111860.14	ENSG00000111860	14	CEP85L	HGNC:21638
ENSG00000198523.6	ENSG00000198523	6	PLN	HGNC:9080
ENSG00000196376.11	ENSG00000196376	11	SLC35F1	HGNC:21483
